Project Name,Street Name,Property Type,Sale Date,Transacted Price ($),Unit Price ($ PSF),Area (SQFT),Postal District,Floor Level,Tenure,latitude,longitude,geocoded_address,price_level,psf_level
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2025-10-01,450000,2200.0,204.52,19,B1 to B5,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,2-4k PSF
WISMA ATRIA,ORCHARD ROAD,Retail,2025-10-01,4132800,2400.0,1722.24,9,16 to 20,99 yrs lease commencing from 1962,1.30370477426147,103.833205752808,435 ORCHARD ROAD WISMA ATRIA SINGAPORE 238877,3-10M,2-4k PSF
WOODS SQUARE,WOODLANDS SQUARE,Retail,2025-10-01,1210000,2162.0,559.73,25,06 to 10,99 yrs lease commencing from 2014,1.43514061477093,103.785951871544,6 WOODLANDS SQUARE WOODS SQUARE SINGAPORE 737737,1-3M,2-4k PSF
ALEXANDRA CENTRAL,ALEXANDRA ROAD,Retail,2025-09-01,850000,4387.0,193.75,3,01 to 05,99 yrs lease commencing from 2012,1.28728320930592,103.805283367958,321 ALEXANDRA ROAD ALEXANDRA CENTRAL SINGAPORE 159971,<1M,4-7k PSF
ASCENT @ 456,BALESTIER ROAD,Retail,2025-09-01,1236000,2801.0,441.32,12,01 to 05,Freehold,1.32657360790909,103.848359893837,456 BALESTIER ROAD ASCENT @ 456 SINGAPORE 329832,1-3M,2-4k PSF
BALESTIER PLAZA,BALESTIER ROAD,Retail,2025-09-01,930000,2400.0,387.5,12,01 to 05,Freehold,1.32572472557093,103.850395374025,400 BALESTIER ROAD BALESTIER PLAZA SINGAPORE 329802,<1M,2-4k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2025-09-01,1700000,3433.0,495.14,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,1-3M,2-4k PSF
BLAIR PLAIN CONSERVATION AREA,KAMPONG BAHRU ROAD,Shop House,2025-09-01,14880000,6350.0,2343.32,3,-,Freehold,1.27715399003502,103.836948399168,1 KAMPONG BAHRU ROAD BLAIR PLAIN CONSERVATION AREA SINGAPORE 169339,>10M,4-7k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2025-09-01,1250000,3318.0,376.74,7,01 to 05,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,1-3M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2025-09-01,530000,2896.0,182.99,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2025-09-01,1100000,3006.0,365.98,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,1-3M,2-4k PSF
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,2025-09-01,758888,2820.0,269.1,7,01 to 05,99 yrs lease commencing from 1996,1.30224327074302,103.85270021499,175 BENCOOLEN STREET BURLINGTON SQUARE SINGAPORE 189649,<1M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2025-09-01,337615,3137.0,107.64,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,2025-09-01,1500000,4977.0,301.39,7,B1 to B5,99 yrs lease commencing from 1980,1.30151258571919,103.854497235401,149 ROCHOR ROAD FU LU SHOU COMPLEX SINGAPORE 188425,1-3M,4-7k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2025-09-01,770000,3974.0,193.75,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,2-4k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-09-01,6100000,3908.0,1560.78,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,3-10M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2025-09-01,6350000,4074.0,1558.63,7,-,99 yrs lease commencing from 2003,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,3-10M,4-7k PSF
KINEX,TANJONG KATONG ROAD,Retail,2025-09-01,375000000,1435.0,261382.21,15,01 to 05,Freehold,1.31461849889242,103.894738004768,11 TANJONG KATONG ROAD KINEX SINGAPORE 437157,>10M,<2k PSF
LE REGAL,GEYLANG ROAD,Retail,2025-09-01,310000,2880.0,107.64,14,01 to 05,Freehold,1.31250268727998,103.880368117228,340 GEYLANG ROAD LE REGAL SINGAPORE 389365,<1M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2025-09-01,2680000,17784.0,150.7,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,>7k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2025-09-01,589000,3219.0,182.99,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
ROXY SQUARE,EAST COAST ROAD,Retail,2025-09-01,620000,3388.0,182.99,15,01 to 05,9999 yrs lease commencing from 1980,1.30432599904899,103.904051120306,50 EAST COAST ROAD ROXY SQUARE SINGAPORE 428769,<1M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2025-09-01,2040000,4860.0,419.8,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,4-7k PSF
SQUARE 2,SINARAN DRIVE,Retail,2025-09-01,4566046,5050.0,904.18,11,06 to 10,99 yrs lease commencing from 2002,1.32070510956845,103.844160709661,10 SINARAN DRIVE SQUARE 2 SINGAPORE 307506,3-10M,4-7k PSF
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,2025-09-01,21000000,10082.0,2082.83,1,-,999 yrs lease commencing from 1827,1.28243235039885,103.846560038081,25A CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069412,>10M,>7k PSF
THE ARCADE,COLLYER QUAY,Retail,2025-09-01,1130000,4038.0,279.86,1,01 to 05,99 yrs lease commencing from 1979,1.283619583733,103.852068945868,11 COLLYER QUAY THE ARCADE SINGAPORE 049317,1-3M,4-7k PSF
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,2025-09-01,1650000,2071.0,796.54,19,01 to 05,99 yrs lease commencing from 2013,1.37050445523679,103.895291518188,1187 UPPER SERANGOON ROAD THE MIDTOWN SINGAPORE 533971,1-3M,2-4k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2025-09-01,500000,1290.0,387.5,19,B1 to B5,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,<2k PSF
WISMA ATRIA,ORCHARD ROAD,Retail,2025-09-01,2092800,2400.0,871.88,9,16 to 20,99 yrs lease commencing from 1962,1.30370477426147,103.833205752808,435 ORCHARD ROAD WISMA ATRIA SINGAPORE 238877,1-3M,2-4k PSF
WISMA ATRIA,ORCHARD ROAD,Retail,2025-09-01,4020850,2349.0,1711.48,9,16 to 20,99 yrs lease commencing from 1962,1.30370477426147,103.833205752808,435 ORCHARD ROAD WISMA ATRIA SINGAPORE 238877,3-10M,2-4k PSF
BALESTIER POINT,BALESTIER ROAD,Retail,2025-08-01,538000,2940.0,182.99,12,01 to 05,Freehold,1.32281193728737,103.852026274201,279 BALESTIER ROAD BALESTIER POINT SINGAPORE 329727,<1M,2-4k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2025-08-01,2080000,3067.0,678.13,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,1-3M,2-4k PSF
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,2025-08-01,980000,3502.0,279.86,21,01 to 05,999 yrs lease commencing from 1884,1.34180018619223,103.776259359854,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,<1M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2025-08-01,430000,3073.0,139.93,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,<1M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2025-08-01,328000,2539.0,129.17,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CITY GATE,BEACH ROAD,Retail,2025-08-01,1090000,2665.0,409.03,7,01 to 05,99 yrs lease commencing from 2014,1.30231590504573,103.862331661034,371 BEACH ROAD CITY GATE SINGAPORE 199597,1-3M,2-4k PSF
CITY GATE,BEACH ROAD,Retail,2025-08-01,1390000,2635.0,527.44,7,01 to 05,99 yrs lease commencing from 2014,1.30231590504573,103.862331661034,371 BEACH ROAD CITY GATE SINGAPORE 199597,1-3M,2-4k PSF
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,2025-08-01,1160000,2628.0,441.32,3,01 to 05,99 yrs lease commencing from 1980,1.28888605616528,103.834206802698,317 OUTRAM ROAD CONCORDE SHOPPING CENTRE SINGAPORE 169075,1-3M,2-4k PSF
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,2025-08-01,2050000,4883.0,419.8,10,01 to 05,Freehold,1.32383512178759,103.809999570047,587 BUKIT TIMAH ROAD CORONATION SHOPPING PLAZA SINGAPORE 269707,1-3M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2025-08-01,950000,6789.0,139.93,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,<1M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2025-08-01,1550000,4645.0,333.68,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2025-08-01,2575000,7249.0,355.21,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,>7k PSF
GOLDEN VILLAGE - YISHUN TEN,YISHUN CENTRAL 1,Retail,2025-08-01,34500000,3318.0,10398.02,27,01 to 05,99 yrs lease commencing from 1990,1.42991718038493,103.836421473445,51 YISHUN CENTRAL 1 GOLDEN VILLAGE - YISHUN TEN SINGAPORE 768794,>10M,2-4k PSF
KEMBANGAN PLAZA,JALAN MASJID,Retail,2025-08-01,1100000,2762.0,398.27,14,B1 to B5,Freehold,1.32037255609864,103.912642849629,18 JALAN MASJID KEMBANGAN PLAZA SINGAPORE 418944,1-3M,2-4k PSF
KENSINGTON SQUARE,JALAN LOKAM,Retail,2025-08-01,1009174,2930.0,344.45,19,01 to 05,Freehold,1.34560719747232,103.882695128109,2 JALAN LOKAM KENSINGTON SQUARE SINGAPORE 537846,1-3M,2-4k PSF
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,2025-08-01,2650000,4036.0,656.6,10,01 to 05,Freehold,1.29446098581955,103.8276209036,428 RIVER VALLEY ROAD LOFT @ NATHAN SINGAPORE 248327,1-3M,4-7k PSF
ORCHARD TOWERS,ORCHARD ROAD,Retail,2025-08-01,3155000,4885.0,645.84,9,01 to 05,Freehold,1.30508722710852,103.830722581168,541 ORCHARD ROAD LIAT TOWERS SINGAPORE 238881,3-10M,4-7k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2025-08-01,1200000,2654.0,452.09,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,2-4k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2025-08-01,700000,4645.0,150.7,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,<1M,4-7k PSF
ROBERTSON BLUE,ROBERTSON QUAY,Retail,2025-08-01,8800000,5016.0,1754.53,9,01 to 05,Freehold,1.29026307473852,103.837158903917,86 ROBERTSON QUAY ROBERTSON BLUE SINGAPORE 238245,3-10M,4-7k PSF
ROXY SQUARE,EAST COAST ROAD,Retail,2025-08-01,618000,3377.0,182.99,15,01 to 05,9999 yrs lease commencing from 1980,1.30432599904899,103.904051120306,50 EAST COAST ROAD ROXY SQUARE SINGAPORE 428769,<1M,2-4k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2025-08-01,950000,1298.0,731.95,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,<1M,<2k PSF
THE COMMERZE@IRVING,IRVING PLACE,Retail,2025-08-01,400000,1616.0,247.57,13,01 to 05,60 yrs lease commencing from 2011,1.33623678708616,103.88643382511,1 IRVING PLACE THE COMMERZE@IRVING SINGAPORE 369546,<1M,<2k PSF
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,2025-08-01,630000,2168.0,290.63,7,01 to 05,99 yrs lease commencing from 1981,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,<1M,2-4k PSF
ALEXANDRA CENTRAL,ALEXANDRA ROAD,Retail,2025-07-01,830000,2966.0,279.86,3,01 to 05,99 yrs lease commencing from 2012,1.28728320930592,103.805283367958,321 ALEXANDRA ROAD ALEXANDRA CENTRAL SINGAPORE 159971,<1M,2-4k PSF
ASCENT @ 456,BALESTIER ROAD,Retail,2025-07-01,1100000,2689.0,409.03,12,01 to 05,Freehold,1.32657360790909,103.848359893837,456 BALESTIER ROAD ASCENT @ 456 SINGAPORE 329832,1-3M,2-4k PSF
CITY GATE,BEACH ROAD,Retail,2025-07-01,1000000,2161.0,462.85,7,B1 to B5,99 yrs lease commencing from 2014,1.30231590504573,103.862331661034,371 BEACH ROAD CITY GATE SINGAPORE 199597,<1M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2025-07-01,500000,3097.0,161.46,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
ENG AUN MANSION,THOMSON ROAD,Retail,2025-07-01,3000000,2362.0,1270.15,11,-,Freehold,1.32316071397544,103.842053022507,304 THOMSON ROAD ENG AUN MANSION SINGAPORE 307654,1-3M,2-4k PSF
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,2025-07-01,1150000,4274.0,269.1,9,01 to 05,999 yrs lease commencing from 1871,1.30550610748913,103.829984822014,545 ORCHARD ROAD FAR EAST SHOPPING CENTRE SINGAPORE 238882,1-3M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2025-07-01,910000,2642.0,344.45,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,2-4k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2025-07-01,768000,2643.0,290.63,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,2-4k PSF
FURAMA CITY CENTRE SINGAPORE,EU TONG SEN STREET,Retail,2025-07-01,700000,1711.0,409.03,1,01 to 05,99 yrs lease commencing from 1979,1.28647356558562,103.844588546607,60 EU TONG SEN STREET FURAMA CITY CENTRE SINGAPORE SINGAPORE 059804,<1M,<2k PSF
GB BUILDING,CECIL STREET,Retail,2025-07-01,39200000,3000.0,13067.5,1,01 to 05,99 yrs lease commencing from 1982,1.27875862730082,103.848069533957,143 CECIL STREET GB BUILDING SINGAPORE 069542,>10M,2-4k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-07-01,6238512,5366.0,1162.51,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,3-10M,4-7k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-07-01,8260252,5366.0,1539.25,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,3-10M,4-7k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-07-01,11360527,6031.0,1883.7,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,>10M,4-7k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-07-01,11555279,6031.0,1915.99,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,>10M,4-7k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-07-01,11295610,6031.0,1872.94,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,>10M,4-7k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2025-07-01,14151971,6031.0,2346.55,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,>10M,4-7k PSF
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,Retail,2025-07-01,2500000,1873.0,1334.74,5,01 to 05,Freehold,1.27948670070186,103.785756186651,218 PASIR PANJANG ROAD ICON @ PASIR PANJANG SINGAPORE 118579,1-3M,<2k PSF
KAP,KING ALBERT PARK,Retail,2025-07-01,2000000,2477.0,807.3,21,01 to 05,Freehold,1.3369739915192,103.779316558394,9 KING ALBERT PARK EAGLEWINGS CINEMATICS @ KAP SINGAPORE 598332,1-3M,2-4k PSF
KRETA AYER CONSERVATION AREA,SMITH STREET,Shop House,2025-07-01,600000,557.0,1077.48,1,-,Freehold,1.28202349097139,103.84487597175,2 SMITH STREET KRETA AYER CONSERVATION AREA SINGAPORE 058917,<1M,<2k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2025-07-01,1130000,6999.0,161.46,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,4-7k PSF
ORCHARD TOWERS,ORCHARD ROAD,Retail,2025-07-01,1220000,3334.0,365.98,9,01 to 05,Freehold,1.30508722710852,103.830722581168,541 ORCHARD ROAD LIAT TOWERS SINGAPORE 238881,1-3M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2025-07-01,630000,3443.0,182.99,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,2025-07-01,1950000,4529.0,430.56,1,01 to 05,99 yrs lease commencing from 1970,1.28577009981805,103.843980122838,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE SINGAPORE 058357,1-3M,4-7k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2025-07-01,925000,1828.0,505.91,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,<1M,<2k PSF
ROXY SQUARE,EAST COAST ROAD,Retail,2025-07-01,1125000,3074.0,365.98,15,01 to 05,9999 yrs lease commencing from 1980,1.30432599904899,103.904051120306,50 EAST COAST ROAD ROXY SQUARE SINGAPORE 428769,1-3M,2-4k PSF
SEMBAWANG PARK,SEMBAWANG ROAD,Shop House,2025-07-01,3250000,1888.0,1721.16,27,-,Freehold,1.4263224064601,103.825838212348,357 SEMBAWANG ROAD GOODLINK PARK SINGAPORE 758376,3-10M,<2k PSF
SOHO LIFE,JOO CHIAT ROAD,Retail,2025-07-01,1400000,3941.0,355.21,15,01 to 05,Freehold,1.311960653325,103.900424708242,216 JOO CHIAT ROAD SOHO LIFE SINGAPORE 427483,1-3M,2-4k PSF
SYCAMORE TREE,FOWLIE ROAD,Retail,2025-07-01,1900000,4105.0,462.85,15,01 to 05,Freehold,1.30756108101684,103.903479641307,2 FOWLIE ROAD SYCAMORE TREE SINGAPORE 428505,1-3M,4-7k PSF
THE BENCOOLEN,BENCOOLEN STREET,Retail,2025-07-01,1380000,2102.0,656.6,7,01 to 05,99 yrs lease commencing from 1995,1.30166188823652,103.853356123694,180 BENCOOLEN STREET THE BENCOOLEN SINGAPORE 189646,1-3M,2-4k PSF
THE MEZZO,BALESTIER ROAD,Retail,2025-07-01,1100000,1793.0,613.55,12,01 to 05,Freehold,1.32052452699851,103.852447326986,205 BALESTIER ROAD THE MEZZO SINGAPORE 329682,1-3M,<2k PSF
WIS@CHANGI,CHANGI ROAD,Retail,2025-07-01,700000,3097.0,226.04,14,01 to 05,Freehold,1.31647122783973,103.901232839024,116 CHANGI ROAD WIS@CHANGI SINGAPORE 419718,<1M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2025-06-01,1000000,2732.0,365.98,21,01 to 05,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,<1M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2025-06-01,1618000,3006.0,538.2,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,1-3M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2025-06-01,1420000,2314.0,613.55,21,01 to 05,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,1-3M,2-4k PSF
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,2025-06-01,1750000,4782.0,365.98,9,01 to 05,999 yrs lease commencing from 1871,1.30550610748913,103.829984822014,545 ORCHARD ROAD FAR EAST SHOPPING CENTRE SINGAPORE 238882,1-3M,4-7k PSF
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,2025-06-01,1290000,4439.0,290.63,9,01 to 05,999 yrs lease commencing from 1871,1.30550610748913,103.829984822014,545 ORCHARD ROAD FAR EAST SHOPPING CENTRE SINGAPORE 238882,1-3M,4-7k PSF
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,Retail,2025-06-01,1396000,1297.0,1076.4,5,01 to 05,Freehold,1.27948670070186,103.785756186651,218 PASIR PANJANG ROAD ICON @ PASIR PANJANG SINGAPORE 118579,1-3M,<2k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2025-06-01,3780000,9241.0,409.03,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,3-10M,>7k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2025-06-01,654000,1642.0,398.27,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2025-06-01,495000,3537.0,139.93,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,2025-06-01,2000000,3318.0,602.78,19,B1 to B5,99 yrs lease commencing from 2018,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,1-3M,2-4k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2025-06-01,4000000,5806.0,688.9,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,3-10M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2025-06-01,2020000,1489.0,1356.26,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,<2k PSF
TANJONG KATONG COMPLEX,GEYLANG ROAD,Retail,2025-06-01,90000888,637.0,141389.45,14,-,30 yrs,1.31639445681762,103.894359081999,845 GEYLANG ROAD TANJONG KATONG COMPLEX SINGAPORE 400845,>10M,<2k PSF
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,2025-06-01,1700000,2224.0,764.24,19,01 to 05,99 yrs lease commencing from 2013,1.37050445523679,103.895291518188,1187 UPPER SERANGOON ROAD THE MIDTOWN SINGAPORE 533971,1-3M,2-4k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2025-06-01,363000,1984.0,182.99,19,B1 to B5,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,<2k PSF
WISMA ATRIA,ORCHARD ROAD,Retail,2025-06-01,1948150,2350.0,828.83,9,16 to 20,99 yrs lease commencing from 1962,1.30370477426147,103.833205752808,435 ORCHARD ROAD WISMA ATRIA SINGAPORE 238877,1-3M,2-4k PSF
ALEXANDRA CENTRAL,ALEXANDRA ROAD,Retail,2025-05-01,4200000,6397.0,656.6,3,01 to 05,99 yrs lease commencing from 2012,1.28728320930592,103.805283367958,321 ALEXANDRA ROAD ALEXANDRA CENTRAL SINGAPORE 159971,3-10M,4-7k PSF
ASCENT @ 456,BALESTIER ROAD,Retail,2025-05-01,1153000,2747.0,419.8,12,01 to 05,Freehold,1.32657360790909,103.848359893837,456 BALESTIER ROAD ASCENT @ 456 SINGAPORE 329832,1-3M,2-4k PSF
BALESTIER POINT,BALESTIER ROAD,Retail,2025-05-01,970000,1959.0,495.14,12,01 to 05,Freehold,1.32281193728737,103.852026274201,279 BALESTIER ROAD BALESTIER POINT SINGAPORE 329727,<1M,<2k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2025-05-01,640000,3129.0,204.52,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,<1M,2-4k PSF
